rank,language,name,requests_per_second,description
347,PHP,"kumbiaphp",365811,"kumbiaphp [kumbiaphp] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #816]"
348,cfml,"cfml-adobe",365550,"cfml-adobe [cfml-adobe] (None; None on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1116]"
349,Python,"aiohttp",362738,"aiohttp [aiohttp] (asyncio; Gunicorn on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #493]"
350,Python,"fastapi [socketify.py asgi]",348823,"FastAPI [Socketify.py ASGI] [fastapi-socketify-asgi] (asyncio; socketify.py on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1248]"
351,Python,"fastapi",338364,"fastapi [fastapi] (asyncio; Gunicorn on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #711]"
352,PHP,"symfony-swoole",333294,"symfony-swoole [symfony-swoole] (swoole; None on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1354]"
353,Kotlin,"http4k",332342,"http4k [http4k] (sunhttp; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #769]"
354,PHP,"lumen-workerman",331005,"lumen-workerman [lumen-workerman] (workerman; None on Linux; MySQL on Linux; Full ORM; Micro class; Realistic approach) [Test #1287]"
355,Kotlin,"http4k-sunhttploom",330586,"http4k-sunhttploom [http4k-sunhttploom] (sunhttp; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1276]"
356,PHP,"yii2-workerman",328790,"yii2-workerman [yii2-workerman] (workerman; None on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1219]"
357,ocaml,"webmachine",326656,"webmachine [webmachine] (cohttp; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1089]"
358,PHP,"php-frankenphp",312473,"PHP-frankenphp [php-franken] (frankenphp; caddy on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1314]"
359,Swift,"vapor",310441,"Vapor [vapor] (None; None on Linux; None on Linux; none ORM; Fullstack class; Realistic approach) [Test #551]"
360,Python,"fastapi-uvicorn",309561,"FastAPI-uvicorn [fastapi-uvicorn] (asyncio; uvicorn on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1250]"
361,PHP,"symfony-workerman",305007,"symfony-workerman [symfony-workerman] (workerman; None on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1355]"
362,Java,"play2-java",295169,"play2 [play2-java] (Akka; None on Linux; None on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #880]"
363,PHP,"php-unit",285167,"php [php-unit] (unit nginx; None on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #876]"
364,JavaScript,"express",279922,"express [express] (nodejs; None on Linux; None on Linux; none ORM; Micro class; Realistic approach) [Test #4]"
365,Swift,"vapor",279488,"Vapor [vapor-swifql] (None; None on Linux; Postgres on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #1462]"
366,Java,"nanohttpd",276403,"None [nanohttpd] (None; None on Linux; None on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #837]"
367,Java,"today",273617,"Today [today] (Netty; None on Linux; MySQL on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #1454]"
368,PHP,"phpixie",267744,"phpixie [phpixie] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #877]"
369,Python,"microdot-asgi",264777,"Microdot-ASGI [microdot-raw] (None; uvicorn on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #1291]"
370,Java,"jersey",264277,"Jersey [jersey] (Servlet; Resin on Linux; None on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #788]"
371,Python,"microdot-wsgi",263654,"Microdot-WSGI [microdot] (None; uvicorn on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #1290]"
372,typescript,"nestjs",259647,"nestjs [nestjs] (nodejs; None on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #838]"
373,JavaScript,"0http",254491,"0http [0http] (nodejs; None on Linux; None on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #570]"
374,Rust,"xitca-web [wasm]",253795,"xitca-web [wasm] [xitca-web-wasm] (None; xitca-server on Linux; None on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1367]"
375,PHP,"slim-workerman",251876,"slim-workerman [slim-workerman] (workerman; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1343]"
376,Java,"jawn",245549,"jawn [jawn] (Undertow; None on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #352]"
377,C#,"tetsuweb",245546,"tetsu [tetsuweb] (.NET; tetsu on Linux; None on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #954]"
378,Swift,"hummingbird 2",244952,"Hummingbird 2 [hummingbird2] (None; None on Linux; None on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1400]"
379,Scala,"cask",243440,"cask [cask] (Undertow; None on Linux; None on Linux; none ORM; Micro class; Realistic approach) [Test #657]"
380,PHP,"wolff",243329,"Wolff [wolff] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1366]"
381,Clojure,"duct",240570,"duct [duct] (Ring; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #690]"
382,Ruby,"sinatra",229613,"sinatra [sinatra] (Rack; Puma on Linux; MySQL on Linux; Full ORM; Micro class; Realistic approach) [Test #313]"
383,Java,"pippo-undertow",228784,"pippo-undertow [pippo-undertow] (Undertow; None on Linux; None on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1324]"
384,Java,"play2-java-netty",227053,"play2 [play2-java-netty] (Netty; None on Linux; None on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #290]"
385,PHP,"duckphp",226405,"duckphp [duckphp] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1017]"
386,Python,"crax",223824,"Crax [crax] (None; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1010]"
387,Clojure,"pedestal",220542,"pedestal [pedestal] (Jetty; None on Linux; MySQL on Linux; Micro ORM; Micro class; Realistic approach) [Test #364]"
388,Python,"django [socketify.py wsgi]",216050,"Django [Socketify.py WSGI] [django-socketify-wsgi] (wsgi; socketify.py on Linux; None on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1234]"
389,Crystal,"onyx",215745,"onyx [onyx] (None; None on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #859]"
390,PHP,"leaf-workerman",213825,"leaf-workerman [leaf-workerman] (workerman; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1286]"
391,PHP,"leaf",210073,"leaf [leaf] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1285]"
392,Ruby,"roda-sequel",206617,"roda-sequel [roda-sequel] (Rack; Puma on Linux; MySQL on Linux; Full ORM; Micro class; Realistic approach) [Test #529]"
393,Java,"httpserver",203727,"None [httpserver] (httpserver; None on Linux; None on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #775]"
394,Clojure,"duct-aleph",199836,"duct [duct-aleph] (Netty; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #691]"
395,PHP,"phalcon-micro",195400,"phalcon [phalcon-micro] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #864]"
396,PHP,"flight",190421,"flight [flight] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1257]"
397,PHP,"lumen-laravel-s",187100,"Lumen [lumen-laravel-s] (swoole; None on Linux; MySQL on Linux; Full ORM; Micro class; Realistic approach) [Test #827]"
398,PHP,"symfony-frankenphp",185218,"symfony-frankenphp [symfony-franken] (frankenphp; caddy on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1352]"
399,Scala,"http4s",182023,"http4s [http4s] (NIO2; blaze on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #349]"
400,PHP,"mixphp",179974,"mixphp [mixphp] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #1164]"
401,Python,"django",179696,"django [django] (wsgi; Meinheld on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #162]"
402,Java,"minijax",178304,"minijax [minijax] (JAX-RS; Undertow on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #833]"
403,typescript,"feathersjs",177420,"FeathersJS [feathersjs] (None; None on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1129]"
404,Ruby,"rails-falcon",173548,"rails-falcon [rails-falcon] (Rack; falcon on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1435]"
405,cfml,"cfml-lucee",168571,"cfml-lucee [cfml] (None; None on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1115]"
406,PHP,"laravel-workerman",166557,"laravel-workerman [laravel-workerman] (workerman; None on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1284]"
407,Ruby,"rack-puma-mri-sequel-raw",156908,"rack-puma-mri-sequel-raw [rack] (mri; Puma on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1328]"
408,Ruby,"rack-unicorn-mri-sequel-raw",156079,"rack-unicorn-mri-sequel-raw [rack-unicorn] (mri; Unicorn on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1331]"
409,Python,"heaven",152569,"Heaven [heaven] (None; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1389]"
410,Ruby,"grape-unicorn",146335,"grape [grape-unicorn] (Rack; Unicorn on Linux; MySQL on Linux; Full ORM; Micro class; Realistic approach) [Test #273]"
411,PHP,"yii2",145749,"yii2 [yii2] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #323]"
412,Python,"routerling",142138,"uvicorn [routerling] (None; None on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #975]"
413,PHP,"fat-free",139238,"Fat Free [fat-free] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #261]"
414,Ruby,"rails",139115,"rails [rails] (Rack; Puma on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #304]"
415,PHP,"mako",137971,"mako [mako] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1289]"
416,C++,"just-boost",135338,"just-boost [just-boost] (None; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1402]"
417,Ruby,"grape",126576,"grape [grape] (Rack; Puma on Linux; MySQL on Linux; Full ORM; Micro class; Realistic approach) [Test #269]"
418,PHP,"php-caddyserver",123779,"PHP-caddyserver [php-caddy] (fpm/fastcgi; caddy on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1313]"
419,Kotlin,"http4k-graalvm",119207,"http4k [http4k-graalvm] (graalvm; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1271]"
420,PHP,"lumen-swoole",118845,"lumen-swoole [lumen-swoole] (swoole; None on Linux; MySQL on Linux; Full ORM; Micro class; Realistic approach) [Test #1051]"
421,Clojure,"duct-httpkit",117754,"duct [duct-httpkit] (Ring; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #692]"
422,Python,"tornado-py3",117634,"None [tornado-py3] (None; Tornado on Linux; MongoDB on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #957]"
423,Go,"martini",115228,"martini [martini] (None; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #830]"
424,JavaScript,"ringojs",114558,"None [ringojs] (Jetty; None on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #189]"
425,Java,"officefloor-micro",113605,"officefloor [officefloor-micro] (officefloor; woof on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #857]"
426,Ruby,"rack-puma-jruby-sequel-raw",112068,"rack-puma-jruby-sequel-raw [rack-jruby] (jruby; Puma on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1330]"
427,Java,"officefloor",111133,"officefloor [officefloor] (officefloor; woof on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #414]"
428,Python,"fastapi-hypercorn",108508,"FastAPI-hypercorn [fastapi-hypercorn] (asyncio; hypercorn on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1246]"
429,PHP,"laravel-laravel-s",108184,"laravel [laravel-laravel-s] (swoole; None on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #820]"
430,Groovy,"grails",106813,"grails [grails] (Servlet; None on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #7]"
431,JavaScript,"ringojs-convenient",102819,"ringo [ringojs-convenient] (RingoJs; None on Linux; MySQL on Linux; Micro ORM; Micro class; Realistic approach) [Test #190]"
432,Ruby,"padrino-unicorn",101178,"padrino [padrino-unicorn] (Rack; Unicorn on Linux; MySQL on Linux; Full ORM; Micro class; Realistic approach) [Test #287]"
433,Python,"bareasgi",99787,"bareASGI [bareasgi] (asyncio; hypercorn on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1226]"
434,Java,"magician-io",99570,"magician-io [magician] (magician; None on Linux; None on Linux; none ORM; Platform class; Realistic approach) [Test #1159]"
435,Python,"tornado",98995,"None [tornado] (None; Tornado on Linux; MongoDB on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #52]"
436,ocaml,"dream",98584,"Dream [dream] (http/af; None on Linux; Postgres on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #1378]"
437,PHP,"phalcon",95911,"phalcon [phalcon] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #72]"
438,Java,"officefloor-spring_data",95047,"officefloor [officefloor-spring_data] (officefloor; woof on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #856]"
439,Ruby,"rack-sequel-passenger-mri",91022,"rack [rack-sequel-passenger-mri] (Rack; Passenger on Linux; MySQL on Linux; Micro ORM; Micro class; Realistic approach) [Test #519]"
440,PHP,"laravel-swoole",90306,"laravel-swoole [laravel-swoole] (swoole; None on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1047]"
441,PHP,"slim",89588,"slim [slim] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #68]"
442,Java,"officefloor-vertx",89159,"OfficeFloor-vertx [officefloor-vertx] (officefloor; vertx on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1174]"
443,Ruby,"hanami",83231,"hanami [hanami] (Rack; Puma on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1388]"
444,Dart,"angel3",81420,"Angel3 [angel3] (angel3; None on Linux; Postgres on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #1101]"
445,Perl,"kelp-starlet-mysql",80602,"kelp [kelp-starlet-mysql] (Plack; starlet on Linux; MySQL on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1406]"
446,Perl,"kelp-starlet-mongodb",79101,"kelp [kelp-starlet-mongodb] (Plack; starlet on Linux; MongoDB on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1405]"
447,PHP,"symfony-roadrunner",73900,"symfony-roadrunner [symfony-roadrunner] (roadrunner; None on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1452]"
448,Perl,"kelp-gazelle-mongodb",67648,"kelp [kelp-gazelle-mongodb] (Plack; gazelle on Linux; MongoDB on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1404]"
449,PHP,"laravel-octane [frankenphp]",64569,"laravel-octane [frankenphp] [laravel-octane-frankenphp] (frankenphp; caddy on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1412]"
450,PHP,"symfony",64053,"symfony [symfony] (fpm/fastcgi; nginx on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #951]"
451,PHP,"reactphp",61248,"reactphp [reactphp] (reactphp; None on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1183]"
452,Java,"curacao",61103,"curacao [curacao] (Servlet; None on Linux; None on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #258]"
453,Perl,"mojolicious",60597,"mojolicious [mojolicious] (None; Hypnotoad on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #80]"
454,PHP,"reactphp [libuv]",59793,"reactphp [libuv] [reactphp-libuv] (reactphp; None on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1437]"
455,prolog,"tuprolog",59209,"tuProlog [tuprolog] (None; vert.x on Linux; None on Linux; Raw database connectivity, none class; Realistic approach) [Test #1204]"
456,Perl,"kelp",59185,"kelp [kelp] (Plack; gazelle on Linux; MySQL on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1403]"
457,julia,"oxygen.jl",57796,"Oxygen.jl [oxygen] (None; oxygen.jl on Linux; None on Linux; none ORM; none class; Realistic approach) [Test #1424]"
458,Groovy,"hot",57020,"Hot [hot] (Jetty; Jetty on Linux; None on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #511]"
459,Perl,"kelp-starman-mongodb",54165,"kelp [kelp-starman-mongodb] (Plack; starman on Linux; MongoDB on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1407]"
460,Perl,"kelp-starman-mysql",53704,"kelp [kelp-starman-mysql] (Plack; starman on Linux; MySQL on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1408]"
461,zig,"zinc",47796,"Zinc [zinc] (None; None on Linux; None on Linux; none ORM; Fullstack class; Realistic approach) [Test #1476]"
462,Java,"officefloor-async",43405,"officefloor [officefloor-async] (officefloor; woof on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #853]"
463,Python,"falcon [pypy3]",41779,"Falcon [Pypy3] [falcon-pypy3] (wsgi; Gunicorn on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #1126]"
464,PHP,"lumen",40572,"Lumen [lumen] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Full ORM; Micro class; Realistic approach) [Test #359]"
465,PHP,"nette",37253,"Nette [nette] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1307]"
466,PHP,"spiral",36780,"spiral [spiral] (roadrunner; None on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #936]"
467,D,"archttp",35472,"Archttp [archttp] (archttp; None on Linux; None on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1224]"
468,C#,"nancy",33708,"nancy [nancy] (.NET; kestrel on Linux; MySQL on Linux; Micro ORM; Micro class; Realistic approach) [Test #141]"
469,prolog,"swi-prolog",33003,"SWI-Prolog [swi-prolog] (None; swi-prolog on Linux; Postgres on Linux; Raw database connectivity, none class; Realistic approach) [Test #1079]"
470,Java,"officefloor-undertow",31287,"OfficeFloor-undertow [officefloor-undertow] (officefloor; Undertow on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1061]"
471,Dart,"dia",31189,"Dia [dia] (None; None on Linux; None on Linux; none ORM; Micro class; Realistic approach) [Test #1122]"
472,Kotlin,"ktor-jetty",31117,"ktor [ktor-jetty] (Jetty; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #814]"
473,Java,"play1",27057,"play1 [play1] (Netty; None on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #65]"
474,PHP,"laravel",26657,"laravel [laravel] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #59]"
475,Kotlin,"http4k-helidon-graalvm",26501,"http4k [http4k-helidon-graalvm] (graalvm; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1393]"
476,cfml,"coldbox-adobe",25810,"coldbox-adobe [coldbox-adobe] (None; None on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1118]"
477,PHP,"zend",25789,"Zend [zend] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #253]"
478,cfml,"coldbox-lucee",21670,"coldbox-lucee [coldbox] (None; None on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1117]"
479,Ruby,"padrino",20782,"padrino [padrino] (Rack; Puma on Linux; MySQL on Linux; Full ORM; Micro class; Realistic approach) [Test #283]"
480,PHP,"codeigniter",20628,"codeigniter [codeigniter] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #55]"
481,Java,"officefloor-netty",19278,"officefloor [officefloor-netty] (officefloor; netty on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #854]"
482,PHP,"cakephp",19040,"cakephp [cakephp] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #257]"
483,C++,"cppcms",17425,"None [cppcms] (None; None on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #671]"
484,D,"collie-ldc",16608,"Collie [collie-ldc] (Collie; None on Linux; None on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #668]"
485,D,"collie",14612,"Collie [collie] (Collie; None on Linux; None on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #558]"
486,Java,"ninja-standalone",13768,"ninja [ninja-standalone] (Jetty; None on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #240]"
487,C#,"embedio",12354,"EmbedIO [embedio] (.NET; embedio on Linux; None on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1020]"
488,JavaScript,"hapi-nginx",10291,"hapi [hapi-nginx] (nodejs; nginx on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #763]"
489,vala,"vsgi",9904,"vsgi [vsgi] (glib; soup on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #984]"
490,Clojure,"http-kit",9773,"None [http-kit] (Ring; None on Linux; MySQL on Linux; Micro ORM; Platform class; Realistic approach) [Test #36]"
491,vala,"valum",8660,"valum [valum] (glib; soup on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #976]"
492,Haskell,"integrated haskell platfrom (ihp)",8059,"Integrated Haskell Platfrom (IHP) [ihp] (Wai; wai on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1280]"
493,PHP,"laravel-roadrunner",7659,"laravel-roadrunner [laravel-roadrunner] (roadrunner; None on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1157]"
494,fortran,"fortran.io",4571,"Fortran.io [fortran.io] (None; nginx on Linux; None on Linux; none ORM; Fullstack class; Realistic approach) [Test #1133]"
495,Python,"async-worker",4031,"async-worker [async-worker] (asyncio; None on Linux; None on none; Raw database connectivity, Micro class; Realistic approach) [Test #1108]"
496,PHP,"cakephp-workerman",2715,"CakePHP-workerman [cakephp-workerman] (workerman; None on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1229]"
497,typescript,"next.js",1993,"Next.js [nextjs] (nodejs; None on Linux; Postgres on Linux; Micro ORM; Platform class; Realistic approach) [Test #1418]"
498,C#,"zysocket-v",1568,"zysocket-v [zysocket-v] (.NET; zysocket-v on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1000]"
499,Python,"falcon [waitress]",1180,"Falcon [Waitress] [falcon-waitress] (wsgi; waitress on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #1127]"
500,C#,"beetlex",1090,"beetlex [beetlex] (.NET; beetlex on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #651]"
501,Python,"falcon [bjoern]",1090,"Falcon [Bjoern] [falcon-bjoern] (wsgi; bjoern on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #1124]"
502,C,"lwan",1090,"lwan [lwan] (Lwan; lwan on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #276]"
503,Lua,"lwan-lua",1090,"lwan [lwan-lua] (Lwan; lwan on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #828]"
504,C++,"paozhu",1090,"paozhu [paozhu] (None; None on Linux; MySQL on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #1426]"
505,Nim,"prologue",1090,"Prologue [prologue] (None; None on Linux; None on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1070]"
506,C#,"sisk framework (cadente)",1090,"Sisk Framework (Cadente) [sisk-cadente] (.NET; cadente on Linux; None on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1446]"
507,C#,"netcoreserver",999,"NetCoreServer [netcoreserver] (.NET; netcoreserver on Linux; None on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1168]"
508,ocaml,"httpaf",928,"httpaf [httpaf] (httpaf; None on Linux; None on Linux; none ORM; Platform class; Realistic approach) [Test #1044]"
509,zig,"httpz (zig)",752,"Httpz (Zig) [httpz] (None; None on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1399]"
510,C#,"sisk framework",727,"Sisk Framework [sisk] (.NET; httplistener on Linux; None on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1445]"
511,Python,"cherrypy-py3",318,"None [cherrypy-py3] (None; None on Linux; MySQL on Linux; Full ORM; Micro class; Realistic approach) [Test #331]"
512,Kotlin,"kooby",248,"kooby: jooby+kotlin [kooby] (Undertow; None on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #811]"
513,Java,"tio-server",37,"tio-server [tio-server] (t-io; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1453]"
514,Rust,"ohkami",2,"ohkami [ohkami] (None; ohkami on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1309]"
