rank,language,name,requests_per_second,description
154,Clojure,"kit",15163,"Kit [kit] (Undertow; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1281]"
155,Rust,"rocket",15074,"Rocket [rocket] (Rust; hyper on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1440]"
156,Java,"micronaut r2dbc",14987,"Micronaut R2DBC [micronaut-r2dbc] (Netty; netty on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1301]"
157,Perl,"feersum",14920,"feersum [feersum] (None; feersum on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1384]"
158,Python,"aiohttp-pg-raw",14832,"aiohttp [aiohttp-pg-raw] (asyncio; Gunicorn on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #494]"
159,Python,"granian [asgi]",14771,"granian [asgi] [granian] (None; granian on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1135]"
160,Java,"spring-webflux-r2dbc",14679,"spring-webflux-r2dbc [spring-webflux] (Netty; None on Linux; Postgres on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #1449]"
161,PHP,"open swoole postgres",14650,"Open Swoole Postgres [openswoole-postgres] (openswoole; None on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1178]"
162,Java,"javalin-postgres",14578,"javalin-postgres [javalin-postgres] (Jetty; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1154]"
163,Python,"bareasgi",14565,"bareASGI [bareasgi] (asyncio; hypercorn on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1226]"
164,Python,"emmett55",14439,"Emmett55 [emmett55] (rsgi; granian on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1382]"
165,C#,"beetlex-core",14410,"beetlex [beetlex-core] (.NET; beetlex on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #652]"
166,Ruby,"agoo",14388,"rack [agoo] (Rack; agoo on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #586]"
167,Java,"revenj-jvm",14010,"Revenj.JVM [revenj-jvm] (Servlet; Resin on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #430]"
168,C#,"aspnetcore",13854,"asp.net core [aspnetcore] (.NET; kestrel on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #598]"
169,C#,"revenj",13801,"Revenj [revenj] (None; None on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #428]"
170,C#,"asp.net core [minimal apis, pg, dapper]",13664,"ASP.NET Core [Minimal APIs, Pg, Dapper] [aspnetcore-minimal] (.NET; kestrel on Linux; Postgres on Linux; Micro ORM; Micro class; Realistic approach) [Test #1369]"
171,Java,"micronaut r2dbc graalvm",13660,"Micronaut R2DBC GraalVM [micronaut-r2dbc-graalvm] (Netty; netty on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1302]"
172,Python,"panther",13657,"Panther [panther] (asgi; uvicorn on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1425]"
173,Java,"quarkus resteasy reactive + hibernate",13603,"Quarkus RESTEasy Reactive + Hibernate [quarkus-hibernate-reactive] (resteasy reactive; vert.x on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1073]"
174,C++,"cutelyst-pf-apg",13540,"cutelyst [cutelyst-pf-apg] (cutelystwsgi; None on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #679]"
175,Ruby,"rack-puma-mri-sequel-raw",13373,"rack-puma-mri-sequel-raw [rack] (mri; Puma on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1328]"
176,Python,"fastapi",13297,"fastapi [fastapi] (asyncio; Gunicorn on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #711]"
177,Python,"fastapi-uvicorn",13055,"FastAPI-uvicorn [fastapi-uvicorn] (asyncio; uvicorn on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1250]"
178,Python,"fastapi-gunicorn-orjson",12951,"FastAPI-gunicorn-orjson [fastapi-gunicorn-orjson] (asyncio; Gunicorn on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1244]"
179,Java,"act-eclipselink-pgsql",12939,"actframework [act-eclipselink-pgsql] (Undertow; None on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #492]"
180,Python,"apidaora",12801,"apidaora [apidaora] (None; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #591]"
181,Python,"tornado-py3-uvloop",12789,"None [tornado-py3-uvloop] (None; Tornado on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #318]"
182,Python,"apidaora-core",12788,"apidaora [apidaora-core] (None; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #592]"
183,Python,"fastapi-uvicorn-orjson",12666,"FastAPI-uvicorn-orjson [fastapi-uvicorn-orjson] (asyncio; uvicorn on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1251]"
184,Java,"officefloor-thread_affinity",12617,"OfficeFloor-thread_affinity [officefloor-thread_affinity] (officefloor; woof on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1173]"
185,vb,"aspcore-vb-mw-ado-pg",12517,"asp.net core [aspcore-vb-mw-ado-pg] (.NET; kestrel on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #636]"
186,Kotlin,"ktor-netty-r2dbc",12467,"ktor-netty-r2dbc [ktor-r2dbc] (Netty; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1411]"
187,Python,"sanic",12252,"Sanic [sanic] (None; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1442]"
188,PHP,"imi-workerman-pgsql",12206,"imi-workerman-pgsql [imi-workerman-pgsql] (workerman; None on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1148]"
189,Java,"officefloor-micro",12153,"officefloor [officefloor-micro] (officefloor; woof on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #857]"
190,cfml,"cfml-lucee",12071,"cfml-lucee [cfml] (None; None on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1115]"
191,PHP,"imi-swoole-pgsql",12067,"imi-swoole-pgsql [imi-swoole-pgsql] (swoole; None on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1144]"
192,PHP,"php-pgsql-raw",11887,"php [php-pgsql-raw] (fpm/fastcgi; nginx on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #873]"
193,Go,"gearbox",11868,"Gearbox [gearbox-prefork] (None; None on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1038]"
194,Ruby,"sinatra-postgres",11840,"sinatra [sinatra-postgres] (Rack; Puma on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #539]"
195,Python,"heaven",11755,"Heaven [heaven] (None; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1389]"
196,Python,"microdot-asgi",11697,"Microdot-ASGI [microdot-raw] (None; uvicorn on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #1291]"
197,Java,"officefloor",11493,"officefloor [officefloor] (officefloor; woof on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #414]"
198,PHP,"ubiquity-swoole-mysql",11342,"ubiquity [ubiquity-swoole-mysql] (swoole; None on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #966]"
199,Ruby,"rails-falcon",11288,"rails-falcon [rails-falcon] (Rack; falcon on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1435]"
200,Python,"blacksheep",11249,"blacksheep [blacksheep] (asgi; uvicorn on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1227]"
201,Ruby,"sinatra-postgres-unicorn-mri",11243,"sinatra [sinatra-postgres-unicorn-mri] (Rack; Unicorn on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #541]"
202,PHP,"ubiquity-workerman-mysql",10960,"ubiquity-workerman-mysql [ubiquity-workerman-mysql] (workerman; None on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1085]"
203,cfml,"cfml-adobe",10894,"cfml-adobe [cfml-adobe] (None; None on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1116]"
204,Go,"goravel fiber",10854,"Goravel Fiber [goravel-fiber] (None; None on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1387]"
205,PHP,"symfony-workerman",10408,"symfony-workerman [symfony-workerman] (workerman; None on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1355]"
206,Java,"officefloor-netty",10218,"officefloor [officefloor-netty] (officefloor; netty on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #854]"
207,Go,"go-my-prefork",10001,"go-std [go-my-prefork] (None; None on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #744]"
208,C++,"lithium",9970,"lithium [lithium] (None; None on Linux; MySQL on Linux; Full ORM; Micro class; Realistic approach) [Test #57]"
209,Java,"officefloor-undertow",9941,"OfficeFloor-undertow [officefloor-undertow] (officefloor; Undertow on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1061]"
210,Python,"fastapi-hypercorn",9935,"FastAPI-hypercorn [fastapi-hypercorn] (asyncio; hypercorn on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1246]"
211,PHP,"symfony-frankenphp",9888,"symfony-frankenphp [symfony-franken] (frankenphp; caddy on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1352]"
212,Python,"fastapi-hypercorn-orjson",9830,"FastAPI-hypercorn-orjson [fastapi-hypercorn-orjson] (asyncio; hypercorn on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1247]"
213,PHP,"symfony-swoole",9802,"symfony-swoole [symfony-swoole] (swoole; None on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1354]"
214,Java,"micronaut data mongodb",9801,"Micronaut Data MongoDB [micronaut-data-mongodb] (Netty; netty on Linux; MongoDB on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #1296]"
215,Java,"officefloor-vertx",9771,"OfficeFloor-vertx [officefloor-vertx] (officefloor; vertx on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1174]"
216,Java,"officefloor-async",9616,"officefloor [officefloor-async] (officefloor; woof on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #853]"
217,Go,"go-pgx-prefork-easyjson",9610,"go-std [go-pgx-prefork-easyjson] (None; None on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #649]"
218,C#,"genhttp",9327,"genhttp [genhttp] (.NET; kestrel on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #734]"
219,Go,"goravel gin",9294,"Goravel Gin [goravel] (None; None on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1386]"
220,JavaScript,"spliffy",9285,"spliffy [spliffy-mongodb] (nodejs; µws on Linux; MongoDB on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1196]"
221,Lua,"lapis",9159,"lapis [lapis] (OpenResty; nginx on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #177]"
222,Ruby,"rails-iodine",9105,"rails-iodine [rails-iodine] (Rack; iodine on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1436]"
223,Go,"go-pgx-prefork",9095,"go-std [go-pgx-prefork] (None; None on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #648]"
224,Ruby,"sinatra-postgres-passenger-mri",8889,"sinatra [sinatra-postgres-passenger-mri] (Rack; Passenger on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #540]"
225,PHP,"ubiquity",8887,"ubiquity [ubiquity] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #962]"
226,PHP,"ubiquity-workerman-mongo",8855,"ubiquity-workerman-mongo [ubiquity-workerman-mongo] (workerman; None on Linux; MongoDB on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1084]"
227,Kotlin,"http4k-graalvm",8797,"http4k [http4k-graalvm] (graalvm; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1271]"
228,typescript,"nestjs-fastify-mongo",8664,"nestjs [nestjs-fastify-mongo] (nodejs; None on Linux; MongoDB on Linux; Full ORM; Micro class; Realistic approach) [Test #840]"
229,typescript,"nestjs-mongo",8658,"nestjs [nestjs-mongo] (nodejs; None on Linux; MongoDB on Linux; Full ORM; Micro class; Realistic approach) [Test #842]"
230,cfml,"coldbox-adobe",8634,"coldbox-adobe [coldbox-adobe] (None; None on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1118]"
231,PHP,"symfony-raw",8566,"symfony [symfony-raw] (fpm/fastcgi; nginx on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #952]"
232,Ruby,"rails",8537,"rails [rails] (Rack; Puma on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #304]"
233,PHP,"symfony [mysql]",8454,"symfony [MySQL] [symfony-mysql] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1353]"
234,Go,"echo",8338,"echo [echo] (None; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #398]"
235,Java,"pippo-tomcat-mysql",8010,"pippo-tomcat-mysql [pippo-tomcat-mysql] (tomcat; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1322]"
236,Kotlin,"http4k-jettyloom-pgclient",8003,"http4k [http4k-jettyloom-pgclient] (jetty-loom-pgclient; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1275]"
237,Java,"pippo-undertow-mysql",7981,"pippo-undertow-mysql [pippo-undertow-mysql] (Undertow; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1326]"
238,Java,"pippo-jetty-mysql",7877,"pippo-jetty-mysql [pippo-mysql] (Jetty; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1318]"
239,C++,"treefrog-mongodb",7848,"treefrog [treefrog-mongodb] (None; None on Linux; MongoDB on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #482]"
240,Kotlin,"http4k-jetty11loom-pgclient",7772,"http4k [http4k-jetty11loom-pgclient] (jetty11-loom-pgclient; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1396]"
241,Swift,"vapor",7671,"Vapor [vapor-postgres] (None; None on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1087]"
242,Java,"micronaut data mongodb graalvm",7522,"Micronaut Data MongoDB GraalVM [micronaut-data-mongodb-graalvm] (Netty; netty on Linux; MongoDB on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #1297]"
243,JavaScript,"nodejs-mongodb-raw",7496,"nodejs [nodejs-mongodb-raw] (nodejs; None on Linux; MongoDB on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #47]"
244,Clojure,"luminus",7489,"luminus [luminus] (Ring; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #125]"
245,PHP,"symfony",7420,"symfony [symfony] (fpm/fastcgi; nginx on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #951]"
246,Clojure,"aleph",7286,"aleph [aleph] (Netty; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #325]"
247,JavaScript,"mesh",7115,"Mesh [mesh-postgres] (None; None on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1416]"
248,JavaScript,"spliffy",7111,"spliffy [spliffy-postgres] (nodejs; µws on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1198]"
249,Rust,"salvo [mongodb-raw]",6977,"Salvo [mongodb-raw] [salvo-mongo-raw] (Rust; hyper on Linux; MongoDB on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1339]"
250,Rust,"salvo [mongodb]",6847,"Salvo [mongodb] [salvo-mongo] (Rust; hyper on Linux; MongoDB on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1338]"
251,Rust,"axum [mongodb]",6844,"Axum [Mongodb] [axum-mongo] (Rust; hyper on Linux; MongoDB on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1110]"
252,Rust,"axum [mongodb raw]",6778,"Axum [Mongodb raw] [axum-mongo-raw] (Rust; hyper on Linux; MongoDB on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1111]"
253,Swift,"hummingbird",6776,"Hummingbird [hummingbird-postgres] (None; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1143]"
254,JavaScript,"nodejs-mongodb",6629,"nodejs [nodejs-mongodb] (nodejs; None on Linux; MongoDB on Linux; Full ORM; Platform class; Realistic approach) [Test #9]"
255,Go,"gin-gorm",6604,"gin-gorm [gin-gorm] (None; None on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1134]"
256,Go,"go-my",6496,"go-std [go-my] (None; None on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #743]"
257,Crystal,"crystal-radix",6416,"None [crystal-radix] (None; None on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #673]"
258,Go,"martini",6383,"martini [martini] (None; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #830]"
259,Crystal,"crystal",6332,"None [crystal] (None; None on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #337]"
260,Go,"hertz-gorm",6264,"hertz-gorm [hertz-gorm] (None; None on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1263]"
261,Crystal,"kemal",6216,"kemal [kemal] (None; None on Linux; Postgres on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #472]"
262,Crystal,"lucky",5972,"Lucky [lucky] (None; None on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1050]"
263,typescript,"nestjs-fastify",5482,"nestjs [nestjs-fastify] (nodejs; None on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #839]"
264,typescript,"nestjs",5384,"nestjs [nestjs] (nodejs; None on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #838]"
265,C#,"asp.net core [platform, my]",5371,"ASP.NET Core [Platform, My] [aspnetcore-mysql] (.NET; kestrel on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1106]"
266,PHP,"php-workerman",5203,"php-workerman [php-workerman] (workerman; None on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1315]"
267,JavaScript,"mesh",5201,"Mesh [mesh-mongodb] (None; None on Linux; MongoDB on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1414]"
268,PHP,"imi-workerman-mysql-raw",5187,"imi-workerman-mysql-raw [imi-workerman-mysql-raw] (workerman; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1147]"
269,Go,"goji",5151,"Goji [goji] (None; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #345]"
270,Python,"falcon [pypy3]",5113,"Falcon [Pypy3] [falcon-pypy3] (wsgi; Gunicorn on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #1126]"
271,PHP,"slim-workerman",5030,"slim-workerman [slim-workerman] (workerman; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1343]"
272,Go,"gin-scratch",4998,"gin [gin-scratch] (None; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #735]"
273,PHP,"php-h2o",4981,"php [php-h2o] (fpm/fastcgi; h2o on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #867]"
274,Java,"play2-java-ebean-hikaricp",4968,"play2 [play2-java-ebean-hikaricp] (Akka; None on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #181]"
275,Go,"gin",4887,"gin [gin] (None; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #265]"
276,PHP,"imi-swoole-mysql-raw",4858,"imi [imi-swoole-mysql-raw] (swoole; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #785]"
277,Java,"play2-java-jpa-hikaricp",4854,"play2 [play2-java-jpa-hikaricp] (Akka; None on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #882]"
278,Kotlin,"http4k-helidon-graalvm",4853,"http4k [http4k-helidon-graalvm] (graalvm; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1393]"
279,PHP,"codeigniter",4815,"codeigniter [codeigniter] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #55]"
280,PHP,"imi-workerman",4798,"imi-workerman [imi-workerman] (workerman; None on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1146]"
281,Go,"chi-gojay",4785,"chi [chi-gojay] (None; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #660]"
282,PHP,"php-raw7-tcp",4762,"php [php-raw7-tcp] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #875]"
283,Perl,"feersum",4758,"feersum [feersum-mysql] (None; feersum on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1385]"
284,PHP,"php-ngx-mysql",4752,"php-ngx [php-ngx-mysql] (ngx_php; nginx on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #870]"
285,Java,"gemini-mysql",4716,"gemini [gemini-mysql] (Servlet; Resin on Linux; MySQL on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #263]"
286,Go,"chi-scratch",4706,"chi [chi-scratch] (None; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #663]"
287,Crystal,"spider-gazelle",4704,"spider-gazelle [spider-gazelle] (None; None on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #935]"
288,PHP,"kumbiaphp-raw",4668,"kumbiaphp [kumbiaphp-raw] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #817]"
289,Go,"chi-sjson",4637,"chi [chi-sjson] (None; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #664]"
290,PHP,"php-unit",4626,"php [php-unit] (unit nginx; None on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #876]"
291,vb,"aspcore-vb-mw-ado-my",4619,"asp.net core [aspcore-vb-mw-ado-my] (.NET; kestrel on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #635]"
292,Go,"chi",4608,"chi [chi] (None; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #659]"
293,Go,"kami",4597,"kami [kami] (None; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #471]"
294,PHP,"workerman [jit, mysql]",4584,"workerman [jit, mysql] [workerman-mysql] (workerman; None on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1468]"
295,Go,"chi-sjson-prefork",4582,"chi [chi-sjson-prefork] (None; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #665]"
296,Java,"play2-java-ebean-hikaricp-netty",4580,"play2 [play2-java-ebean-hikaricp-netty] (Netty; None on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #881]"
297,PHP,"php",4565,"php [php] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #11]"
298,Go,"chi-prefork",4563,"chi [chi-prefork] (None; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #662]"
299,Go,"chi-gojay-prefork",4546,"chi [chi-gojay-prefork] (None; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #661]"
300,PHP,"php-frankenphp",4543,"PHP-frankenphp [php-franken] (frankenphp; caddy on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1314]"
301,JavaScript,"spliffy",4534,"spliffy [spliffy-mysql] (nodejs; µws on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1197]"
302,PHP,"zend",4534,"Zend [zend] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #253]"
303,Kotlin,"http4k",4530,"http4k [http4k] (sunhttp; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #769]"
304,PHP,"comet-mysql",4528,"comet-mysql [comet-mysql] (workerman; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1009]"
305,PHP,"workerman [jit, mysql, swow, async]",4508,"workerman [jit, mysql, swow, async] [workerman-mysql-swow] (workerman; None on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1470]"
306,Crystal,"toro",4495,"toro [toro] (None; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #960]"
307,PHP,"open swoole",4472,"Open Swoole [openswoole] (openswoole; None on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1176]"
308,PHP,"kumbiaphp",4468,"kumbiaphp [kumbiaphp] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #816]"
309,PHP,"yii2-raw",4455,"yii2 [yii2-raw] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #996]"
310,PHP,"simps",4427,"simps [simps] (swoole; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #932]"
311,C#,"aspcore-mono-mw-pg",4400,"asp.net core [aspcore-mono-mw-pg] (.NET; kestrel on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #609]"
312,PHP,"workerman [jit, mysql, swoole, async]",4400,"workerman [jit, mysql, swoole, async] [workerman-mysql-swoole] (workerman; None on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1469]"
313,PHP,"fat-free-raw",4385,"Fat Free [fat-free-raw] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #262]"
314,PHP,"nette",4384,"Nette [nette] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1307]"
315,PHP,"kumbiaphp-workerman-mysql",4379,"kumbiaphp [kumbiaphp-workerman-mysql] (workerman; None on Linux; MySQL on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #819]"
