rank,language,name,requests_per_second,description
345,Python,"fastapi-uvicorn-orjson",330287,"FastAPI-uvicorn-orjson [fastapi-uvicorn-orjson] (asyncio; uvicorn on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1251]"
346,Java,"spring",328412,"spring [spring] (Servlet; Undertow on Linux; Postgres on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #22]"
347,Java,"play2-java-netty",323143,"play2 [play2-java-netty] (Netty; None on Linux; None on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #290]"
348,Python,"fastapi-uvicorn",322402,"FastAPI-uvicorn [fastapi-uvicorn] (asyncio; uvicorn on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1250]"
349,Kotlin,"http4k-ktornetty",316415,"http4k [http4k-ktornetty] (ktor; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #771]"
350,Python,"pyramid",314969,"pyramid [pyramid] (None; Meinheld on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #233]"
351,PHP,"kumbiaphp",313484,"kumbiaphp [kumbiaphp] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #816]"
352,PHP,"lumen-workerman",313181,"lumen-workerman [lumen-workerman] (workerman; None on Linux; MySQL on Linux; Full ORM; Micro class; Realistic approach) [Test #1287]"
353,PHP,"symfony-swoole",313103,"symfony-swoole [symfony-swoole] (swoole; None on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1354]"
354,Python,"aiohttp",309350,"aiohttp [aiohttp] (asyncio; Gunicorn on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #493]"
355,cfml,"cfml-adobe",305396,"cfml-adobe [cfml-adobe] (None; None on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1116]"
356,JavaScript,"express[postgres.js]",301213,"express[postgres.js] [express-postgresjs] (nodejs; None on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #1383]"
357,Python,"fastapi [socketify.py asgi]",296308,"FastAPI [Socketify.py ASGI] [fastapi-socketify-asgi] (asyncio; socketify.py on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1248]"
358,PHP,"yii2-workerman",292167,"yii2-workerman [yii2-workerman] (workerman; None on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1219]"
359,Kotlin,"hexagon tomcat postgresql",286411,"Hexagon Tomcat PostgreSQL [hexagon-tomcat] (Servlet; tomcat on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1139]"
360,Go,"pine",285115,"Pine [pine] (None; None on Linux; None on Linux; none ORM; Micro class; Realistic approach) [Test #1428]"
361,cfml,"cfml-lucee",282763,"cfml-lucee [cfml] (None; None on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1115]"
362,PHP,"symfony-workerman",281748,"symfony-workerman [symfony-workerman] (workerman; None on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1355]"
363,Java,"pippo-tomcat",273117,"pippo-tomcat [pippo-tomcat] (tomcat; None on Linux; None on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1320]"
364,racket,"racket",271814,"racket [racket] (racket; racket on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #902]"
365,Swift,"vapor",263364,"Vapor [vapor] (None; None on Linux; None on Linux; none ORM; Fullstack class; Realistic approach) [Test #551]"
366,PHP,"phpixie",252966,"phpixie [phpixie] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #877]"
367,Python,"microdot-asgi",252899,"Microdot-ASGI [microdot-raw] (None; uvicorn on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #1291]"
368,Swift,"vapor",252209,"Vapor [vapor-swifql] (None; None on Linux; Postgres on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #1462]"
369,Python,"microdot-wsgi",251738,"Microdot-WSGI [microdot] (None; uvicorn on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #1290]"
370,zig,"zap (zig)",248818,"Zap (Zig) [zap] (None; None on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1475]"
371,ocaml,"webmachine",247327,"webmachine [webmachine] (cohttp; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1089]"
372,Scala,"pekko-http",246530,"pekko-http [pekko-http] (pekko; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1311]"
373,Java,"today",243459,"Today [today] (Netty; None on Linux; MySQL on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #1454]"
374,PHP,"slim-workerman",239691,"slim-workerman [slim-workerman] (workerman; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1343]"
375,Clojure,"duct",233657,"duct [duct] (Ring; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #690]"
376,PHP,"wolff",228989,"Wolff [wolff] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1366]"
377,Scala,"play2-scala",227276,"play2 [play2-scala] (Akka; None on Linux; None on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #293]"
378,Python,"aioworkers",227268,"aioworkers [aioworkers-pypy] (None; aioworkers.net.web on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1100]"
379,JavaScript,"express",224163,"express [express] (nodejs; None on Linux; None on Linux; none ORM; Micro class; Realistic approach) [Test #4]"
380,Python,"crax",222951,"Crax [crax] (None; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1010]"
381,PHP,"php-unit",219795,"php [php-unit] (unit nginx; None on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #876]"
382,Ruby,"sinatra",219781,"sinatra [sinatra] (Rack; Puma on Linux; MySQL on Linux; Full ORM; Micro class; Realistic approach) [Test #313]"
383,Scala,"akka-http",216409,"akka-http [akka-http] (Akka; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #324]"
384,PHP,"leaf-workerman",210213,"leaf-workerman [leaf-workerman] (workerman; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1286]"
385,Ruby,"rails",203337,"rails [rails] (Rack; Puma on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #304]"
386,PHP,"duckphp",201618,"duckphp [duckphp] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1017]"
387,PHP,"php-frankenphp",200636,"PHP-frankenphp [php-franken] (frankenphp; caddy on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1314]"
388,PHP,"leaf",199161,"leaf [leaf] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1285]"
389,PHP,"cyberphp",196150,"cyberphp [cyberphp] (workerman; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1372]"
390,Ruby,"rack-unicorn-mri-sequel-raw",193228,"rack-unicorn-mri-sequel-raw [rack-unicorn] (mri; Unicorn on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1331]"
391,typescript,"nestjs",192830,"nestjs [nestjs] (nodejs; None on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #838]"
392,PHP,"phalcon-micro",189936,"phalcon [phalcon-micro] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #864]"
393,Python,"django [socketify.py wsgi]",183424,"Django [Socketify.py WSGI] [django-socketify-wsgi] (wsgi; socketify.py on Linux; None on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1234]"
394,PHP,"flight",182491,"flight [flight] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1257]"
395,PHP,"mixphp",169419,"mixphp [mixphp] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #1164]"
396,Python,"django",167280,"django [django] (wsgi; Meinheld on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #162]"
397,JavaScript,"ringojs",166714,"None [ringojs] (Jetty; None on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #189]"
398,Scala,"http4s",160418,"http4s [http4s] (NIO2; blaze on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #349]"
399,Python,"heaven",157544,"Heaven [heaven] (None; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1389]"
400,PHP,"laravel-workerman",157110,"laravel-workerman [laravel-workerman] (workerman; None on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1284]"
401,C#,"aspcore-mono-mvc",156322,"asp.net core [aspcore-mono-mvc] (.NET; kestrel on Linux; None on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #602]"
402,Ruby,"grape-unicorn",151743,"grape [grape-unicorn] (Rack; Unicorn on Linux; MySQL on Linux; Full ORM; Micro class; Realistic approach) [Test #273]"
403,Java,"light-4j",149537,"None [light-4j] (light-4j; None on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #823]"
404,Swift,"hummingbird 2",146977,"Hummingbird 2 [hummingbird2] (None; None on Linux; None on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1400]"
405,typescript,"feathersjs",144519,"FeathersJS [feathersjs] (None; None on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1129]"
406,Ruby,"rails-falcon",143399,"rails-falcon [rails-falcon] (Rack; falcon on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1435]"
407,C++,"just-boost",137902,"just-boost [just-boost] (None; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1402]"
408,PHP,"lumen-laravel-s",136492,"Lumen [lumen-laravel-s] (swoole; None on Linux; MySQL on Linux; Full ORM; Micro class; Realistic approach) [Test #827]"
409,C#,"sisk framework",135990,"Sisk Framework [sisk] (.NET; httplistener on Linux; None on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1445]"
410,Python,"routerling",134533,"uvicorn [routerling] (None; None on Linux; Postgres on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #975]"
411,Ruby,"grape",134184,"grape [grape] (Rack; Puma on Linux; MySQL on Linux; Full ORM; Micro class; Realistic approach) [Test #269]"
412,PHP,"fat-free",133952,"Fat Free [fat-free] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #261]"
413,Clojure,"duct-aleph",133882,"duct [duct-aleph] (Netty; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #691]"
414,Java,"pippo-undertow",133867,"pippo-undertow [pippo-undertow] (Undertow; None on Linux; None on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1324]"
415,PHP,"yii2",131434,"yii2 [yii2] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #323]"
416,Java,"play2-java",129241,"play2 [play2-java] (Akka; None on Linux; None on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #880]"
417,PHP,"mako",128998,"mako [mako] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1289]"
418,PHP,"symfony-frankenphp",128101,"symfony-frankenphp [symfony-franken] (frankenphp; caddy on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1352]"
419,JavaScript,"0http",117479,"0http [0http] (nodejs; None on Linux; None on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #570]"
420,Java,"minijax",116243,"minijax [minijax] (JAX-RS; Undertow on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #833]"
421,Dart,"angel3",114048,"Angel3 [angel3] (angel3; None on Linux; Postgres on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #1101]"
422,PHP,"lumen-swoole",112627,"lumen-swoole [lumen-swoole] (swoole; None on Linux; MySQL on Linux; Full ORM; Micro class; Realistic approach) [Test #1051]"
423,Scala,"cask",110014,"cask [cask] (Undertow; None on Linux; None on Linux; none ORM; Micro class; Realistic approach) [Test #657]"
424,JavaScript,"ringojs-convenient",105515,"ringo [ringojs-convenient] (RingoJs; None on Linux; MySQL on Linux; Micro ORM; Micro class; Realistic approach) [Test #190]"
425,Java,"jawn",104340,"jawn [jawn] (Undertow; None on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #352]"
426,Python,"tornado-py3",100139,"None [tornado-py3] (None; Tornado on Linux; MongoDB on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #957]"
427,Kotlin,"ktor-cio",95957,"ktor [ktor-cio] (ktor; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #812]"
428,Clojure,"duct-httpkit",95101,"duct [duct-httpkit] (Ring; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #692]"
429,PHP,"php-caddyserver",94253,"PHP-caddyserver [php-caddy] (fpm/fastcgi; caddy on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1313]"
430,Python,"tornado",93798,"None [tornado] (None; Tornado on Linux; MongoDB on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #52]"
431,PHP,"laravel-laravel-s",93603,"laravel [laravel-laravel-s] (swoole; None on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #820]"
432,Go,"martini",91367,"martini [martini] (None; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #830]"
433,Perl,"kelp-starlet-mongodb",87982,"kelp [kelp-starlet-mongodb] (Plack; starlet on Linux; MongoDB on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1405]"
434,PHP,"phalcon",87675,"phalcon [phalcon] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #72]"
435,PHP,"slim",87348,"slim [slim] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #68]"
436,Ruby,"rack-puma-jruby-sequel-raw",86121,"rack-puma-jruby-sequel-raw [rack-jruby] (jruby; Puma on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1330]"
437,Java,"magician-io",85879,"magician-io [magician] (magician; None on Linux; None on Linux; none ORM; Platform class; Realistic approach) [Test #1159]"
438,Perl,"kelp-starlet-mysql",85681,"kelp [kelp-starlet-mysql] (Plack; starlet on Linux; MySQL on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1406]"
439,Python,"bareasgi",85148,"bareASGI [bareasgi] (asyncio; hypercorn on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1226]"
440,PHP,"laravel-swoole",83940,"laravel-swoole [laravel-swoole] (swoole; None on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1047]"
441,Rust,"xitca-web [wasm]",80377,"xitca-web [wasm] [xitca-web-wasm] (None; xitca-server on Linux; None on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1367]"
442,Clojure,"pedestal",79743,"pedestal [pedestal] (Jetty; None on Linux; MySQL on Linux; Micro ORM; Micro class; Realistic approach) [Test #364]"
443,Ruby,"padrino-unicorn",74943,"padrino [padrino-unicorn] (Rack; Unicorn on Linux; MySQL on Linux; Full ORM; Micro class; Realistic approach) [Test #287]"
444,Ruby,"hanami",74574,"hanami [hanami] (Rack; Puma on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1388]"
445,Crystal,"onyx",73450,"onyx [onyx] (None; None on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #859]"
446,PHP,"symfony-roadrunner",71213,"symfony-roadrunner [symfony-roadrunner] (roadrunner; None on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1452]"
447,Java,"officefloor",70833,"officefloor [officefloor] (officefloor; woof on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #414]"
448,Java,"officefloor-micro",70128,"officefloor [officefloor-micro] (officefloor; woof on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #857]"
449,zig,"zinc",66887,"Zinc [zinc] (None; None on Linux; None on Linux; none ORM; Fullstack class; Realistic approach) [Test #1476]"
450,Python,"falcon [pypy3]",65758,"Falcon [Pypy3] [falcon-pypy3] (wsgi; Gunicorn on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #1126]"
451,Perl,"kelp-gazelle-mongodb",64959,"kelp [kelp-gazelle-mongodb] (Plack; gazelle on Linux; MongoDB on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1404]"
452,Kotlin,"http4k-helidon-graalvm",63629,"http4k [http4k-helidon-graalvm] (graalvm; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1393]"
453,PHP,"symfony",63237,"symfony [symfony] (fpm/fastcgi; nginx on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #951]"
454,Java,"curacao",61468,"curacao [curacao] (Servlet; None on Linux; None on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #258]"
455,Java,"officefloor-vertx",60272,"OfficeFloor-vertx [officefloor-vertx] (officefloor; vertx on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1174]"
456,Groovy,"hot",59713,"Hot [hot] (Jetty; Jetty on Linux; None on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #511]"
457,Java,"tio-server",59166,"tio-server [tio-server] (t-io; None on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1453]"
458,Perl,"web-simple",57967,"web-simple [web-simple] (Plack; starman on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1466]"
459,C#,"beetlex",57852,"beetlex [beetlex] (.NET; beetlex on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #651]"
460,Perl,"mojolicious",57770,"mojolicious [mojolicious] (None; Hypnotoad on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #80]"
461,Java,"bayou",57559,"None [bayou] (Bayou; None on Linux; None on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #447]"
462,Perl,"kelp",57346,"kelp [kelp] (Plack; gazelle on Linux; MySQL on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1403]"
463,PHP,"laravel-octane [frankenphp]",56624,"laravel-octane [frankenphp] [laravel-octane-frankenphp] (frankenphp; caddy on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1412]"
464,Java,"officefloor-spring_data",55138,"officefloor [officefloor-spring_data] (officefloor; woof on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #856]"
465,Perl,"kelp-starman-mongodb",54647,"kelp [kelp-starman-mongodb] (Plack; starman on Linux; MongoDB on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1407]"
466,Perl,"kelp-starman-mysql",54321,"kelp [kelp-starman-mysql] (Plack; starman on Linux; MySQL on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1408]"
467,ocaml,"dream",53816,"Dream [dream] (http/af; None on Linux; Postgres on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #1378]"
468,Java,"tio-mvc",50115,"tio-mvc [tio-mvc] (t-io; None on Linux; None on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #956]"
469,PHP,"fuel",47786,"fuel [fuel] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #67]"
470,julia,"oxygen.jl",47216,"Oxygen.jl [oxygen] (None; oxygen.jl on Linux; None on Linux; none ORM; none class; Realistic approach) [Test #1424]"
471,Perl,"dancer",47094,"dancer [dancer] (Plack; starman on Linux; MySQL on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1373]"
472,Java,"play1",46013,"play1 [play1] (Netty; None on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #65]"
473,PHP,"nette",40703,"Nette [nette] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1307]"
474,Kotlin,"ktor-jetty",40437,"ktor [ktor-jetty] (Jetty; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #814]"
475,PHP,"lumen",39700,"Lumen [lumen] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Full ORM; Micro class; Realistic approach) [Test #359]"
476,PHP,"reactphp",38595,"reactphp [reactphp] (reactphp; None on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1183]"
477,PHP,"spiral",35452,"spiral [spiral] (roadrunner; None on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #936]"
478,Perl,"kelp-twiggy-mongodb",35282,"kelp [kelp-twiggy-mongodb] (Plack; twiggy on Linux; MongoDB on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1409]"
479,PHP,"reactphp [libuv]",34934,"reactphp [libuv] [reactphp-libuv] (reactphp; None on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1437]"
480,Java,"officefloor-async",34657,"officefloor [officefloor-async] (officefloor; woof on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #853]"
481,prolog,"tuprolog",32038,"tuProlog [tuprolog] (None; vert.x on Linux; None on Linux; Raw database connectivity, none class; Realistic approach) [Test #1204]"
482,Java,"ninja-standalone",28346,"ninja [ninja-standalone] (Jetty; None on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #240]"
483,PHP,"laravel",26901,"laravel [laravel] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #59]"
484,cfml,"coldbox-adobe",25624,"coldbox-adobe [coldbox-adobe] (None; None on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1118]"
485,PHP,"zend",25521,"Zend [zend] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #253]"
486,Dart,"dia",25033,"Dia [dia] (None; None on Linux; None on Linux; none ORM; Micro class; Realistic approach) [Test #1122]"
487,Perl,"kelp-twiggy-mysql",23535,"kelp [kelp-twiggy-mysql] (Plack; twiggy on Linux; MySQL on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1410]"
488,cfml,"coldbox-lucee",22453,"coldbox-lucee [coldbox] (None; None on Linux; Postgres on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1117]"
489,D,"archttp",22239,"Archttp [archttp] (archttp; None on Linux; None on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #1224]"
490,C#,"nancy",20305,"nancy [nancy] (.NET; kestrel on Linux; MySQL on Linux; Micro ORM; Micro class; Realistic approach) [Test #141]"
491,PHP,"codeigniter",19901,"codeigniter [codeigniter] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #55]"
492,PHP,"cakephp",19204,"cakephp [cakephp] (fpm/fastcgi; nginx on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #257]"
493,JavaScript,"hapi-nginx",19026,"hapi [hapi-nginx] (nodejs; nginx on Linux; Postgres on Linux; Full ORM; Micro class; Realistic approach) [Test #763]"
494,C++,"cppcms",17470,"None [cppcms] (None; None on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #671]"
495,PHP,"laravel-roadrunner",15469,"laravel-roadrunner [laravel-roadrunner] (roadrunner; None on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1157]"
496,C#,"embedio",12658,"EmbedIO [embedio] (.NET; embedio on Linux; None on Linux; Raw database connectivity, Fullstack class; Realistic approach) [Test #1020]"
497,Crystal,"spider-gazelle",12358,"spider-gazelle [spider-gazelle] (None; None on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #935]"
498,Crystal,"toro",12345,"toro [toro] (None; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #960]"
499,C++,"paozhu",12301,"paozhu [paozhu] (None; None on Linux; MySQL on Linux; Micro ORM; Fullstack class; Realistic approach) [Test #1426]"
500,Java,"tapestry",12248,"tapestry [tapestry] (Servlet; Resin on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #23]"
501,C#,"tetsuweb",12192,"tetsu [tetsuweb] (.NET; tetsu on Linux; None on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #954]"
502,Python,"fastapi-hypercorn-orjson",11998,"FastAPI-hypercorn-orjson [fastapi-hypercorn-orjson] (asyncio; hypercorn on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1247]"
503,Python,"fastapi-hypercorn",11995,"FastAPI-hypercorn [fastapi-hypercorn] (asyncio; hypercorn on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1246]"
504,Groovy,"grails",11953,"grails [grails] (Servlet; None on Linux; MySQL on Linux; Full ORM; Fullstack class; Realistic approach) [Test #7]"
505,Java,"nanohttpd",11727,"None [nanohttpd] (None; None on Linux; None on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #837]"
506,prolog,"swi-prolog",11673,"SWI-Prolog [swi-prolog] (None; swi-prolog on Linux; Postgres on Linux; Raw database connectivity, none class; Realistic approach) [Test #1079]"
507,D,"collie-ldc",11028,"Collie [collie-ldc] (Collie; None on Linux; None on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #668]"
508,Kotlin,"http4k-sunhttploom",10724,"http4k-sunhttploom [http4k-sunhttploom] (sunhttp; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1276]"
509,Kotlin,"http4k",10677,"http4k [http4k] (sunhttp; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #769]"
510,Ruby,"padrino",10550,"padrino [padrino] (Rack; Puma on Linux; MySQL on Linux; Full ORM; Micro class; Realistic approach) [Test #283]"
511,D,"collie",10438,"Collie [collie] (Collie; None on Linux; None on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #558]"
512,Java,"officefloor-undertow",10300,"OfficeFloor-undertow [officefloor-undertow] (officefloor; Undertow on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1061]"
513,Haskell,"integrated haskell platfrom (ihp)",10162,"Integrated Haskell Platfrom (IHP) [ihp] (Wai; wai on Linux; Postgres on Linux; Full ORM; Fullstack class; Realistic approach) [Test #1280]"
514,Java,"martian-mvc",9735,"martian-mvc [martian] (martian; None on Linux; None on Linux; none ORM; Platform class; Realistic approach) [Test #1161]"
515,Clojure,"http-kit",9275,"None [http-kit] (Ring; None on Linux; MySQL on Linux; Micro ORM; Platform class; Realistic approach) [Test #36]"
516,vala,"vsgi",8318,"vsgi [vsgi] (glib; soup on Linux; MySQL on Linux; Raw database connectivity, Platform class; Realistic approach) [Test #984]"
517,Kotlin,"http4k-graalvm",8122,"http4k [http4k-graalvm] (graalvm; None on Linux; Postgres on Linux; Raw database connectivity, Micro class; Realistic approach) [Test #1271]"
